,标题,作者,调整出版物名称,出版年,起始页面,结束页面,Pages,会议名称,合计引用次数,每年的平均数,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Author_number
1901,At the Knees: Inguinoscrotal Hernia,"Ahn, Kristopher; Govindu, Rukma",AMERICAN JOURNAL OF MEDICINE,2019,476,477,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1902,"Comments on 'Work-Life Balance, Burnout, and the Electronic Health Record' Reply","Alexander, Andrew G.; Ballou, Kenneth A.",AMERICAN JOURNAL OF MEDICINE,2019,547,547,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1903,A Moving Anecdote: Exercise-Induced Vasovagal Sinus Arrest,"Aliwaiai, Mohammed; Caceres-Figueroa, Patsy P.; Munoz, Freddy Del-Carpio",AMERICAN JOURNAL OF MEDICINE,2019,471,475,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1904,Critical Illness Causing Marked Hyperlipasemia,"Alvarez, Ernst; Persaud, Riaad; Soniega-Sherwood, Jennie; Rattray, Jamela; Richman, Mark",AMERICAN JOURNAL OF MEDICINE,2019,540,541,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1905,Medical Correlates of Chronic Multisymptom Illness in Gulf War Veterans,"Blanchard, Melvin; Molina-Vicenty, Hector D.; Stein, Phyllis K.; Li, Xue; Karlinsky, Joel; Alpern, Renee; Reda, Domenic J.; Toomey, Rosemary",AMERICAN JOURNAL OF MEDICINE,2019,510,518,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1906,Annals of Communication: 'Giving a Patient a Diagnosis' and Other Idioms in Development,"Cohen, Alan Jay",AMERICAN JOURNAL OF MEDICINE,2019,403,403,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1907,Impact of Prolonged Anticoagulation with Rivaroxaban on Provoked Venous Thromboembolism Recurrence: IMPROVE-VTE,"Coleman, Craig, I; Turpie, Alexander G. G.; Bunz, Thomas J.; Beyer-Westendorf, Jan; Baker, William L.",AMERICAN JOURNAL OF MEDICINE,2019,498,504,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1908,"Comments on 'Work-Life Balance, Burnout, and the Electronic Health Record'","Gaudiose, Michael; George, Aaron",AMERICAN JOURNAL OF MEDICINE,2019,546,546,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1909,Hyponatremia: An Unusual Link to a Common Encounter,"Goh, Raymond K. H.; Chiang, Brenda; Chua, Marvin W. J.; Naing, Chaw Su",AMERICAN JOURNAL OF MEDICINE,2019,535,537,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1910,Building Leadership Capacity for Mission Execution in a Large Academic Department of Medicine,"Golden, Sherita Hill; Bass, Eric; Berry, Stephen; Biddison, Lee Daugherty; Cayea, Danelle; Crews, Deidra; Desai, Sanjay; Ghanem, Khalil G.; Herzke, Carrie; Kirk, Gregory; Kisuule, Flora; Levine, Rachel; Marr, Kieren; O'Rourke, Brian; Pasricha, Pankaj; Peairs, Kimberly; Ray, Stuart; Durso, Samuel C.; Hellmann, David; Anderson, Mark E.",AMERICAN JOURNAL OF MEDICINE,2019,535,543,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1911,Diabetic Mastopathy Masquerading as Breast Cancer,"Gupta, Sonali; Goyal, Pradeep; Thumma, Soumya; Mattana, Joseph",AMERICAN JOURNAL OF MEDICINE,2019,533,534,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1912,IgA-Proliferative Glomerulonephritis with Monoclonal Immunoglobulin Deposits,"Horino, Taro; Ichii, Osamu; Terada, Yoshio",AMERICAN JOURNAL OF MEDICINE,2019,542,545,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1913,Strawberry Marks on Lip,"Kanneppady, Sowmya Sham; Kanneppady, Sham Kishor; Chaubal, Tanay; Bapat, Ranjeet; Pandurangappa, Rohit; Oo, Aung Myo; Lwin, Ohn Mar",AMERICAN JOURNAL OF MEDICINE,2019,538,539,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1914,Typically Atypical: Merkel Cell Carcinoma,"Krispinsky, Andrew J.; Massick, Susan",AMERICAN JOURNAL OF MEDICINE,2019,468,470,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1915,Validity Issues in Recent Cohort Study Regarding Role of Inferior Vena Cava Filter in Recurrent Pulmonary Embolism,"Nazare, Shaina; Goldstein, Jennifer",AMERICAN JOURNAL OF MEDICINE,2019,551,551,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1916,Comments on Preventing Postoperative Atrial Fibrillation After Noncardiac Surgery Reply,"Oesterle, Adam; Upadhyay, Gaurav A.",AMERICAN JOURNAL OF MEDICINE,2019,549,550,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1917,Team-Based Primary Care for the Multimorbid Patient: Matching Complexity With Complexity,"Schuttner, Linnaea; Parchman, Michael",AMERICAN JOURNAL OF MEDICINE,2019,404,406,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1918,Comments on Preventing Postoperative Atrial Fibrillation After Noncardiac Surgery,"Shah, Syed Raza",AMERICAN JOURNAL OF MEDICINE,2019,548,548,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1919,Validity Issues in Recent Cohort Study Regarding Role of Inferior Vena Cava Filter in Recurrent Pulmonary Embolism Reply,"Stein, Paul D.; Matta, Fadi; Lawrence, Frank R.; Hughes, Mary J.",AMERICAN JOURNAL OF MEDICINE,2019,552,553,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1920,Myocardial Infarction with Nonobstructive Coronary Arteries (MINOCA),"Alpert, Joseph S.; Serpytis, Rokas; Serpytis, Pranas; Chen, Qin M.",AMERICAN JOURNAL OF MEDICINE,2019,267,268,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1921,A Genetic Origin? Purpura Fulminans,"Avnery, Orly; Kenet, Gili; Ellis, Martin H.",AMERICAN JOURNAL OF MEDICINE,2019,327,328,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1922,'Are We Ready to Practice Lifestyle Medicine?' The Point Is to Keep Within Bounds,"Baty, Vincent; Morris, William",AMERICAN JOURNAL OF MEDICINE,2019,525,525,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1923,Hall Pass,"Brisson, Gregory E.",AMERICAN JOURNAL OF MEDICINE,2019,390,391,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1924,Marijuana's Effects on Brain Structure and Function: What Do We Know and What Should We Do? A Brief Review and Commentary,"deShazo, Richard D.; Parker, Sara B.; Williams, Daniel; Ingram, John B.; Elsohly, Mahmoud; Rodenmeyer, Kathryn; McCullouch, Kyle",AMERICAN JOURNAL OF MEDICINE,2019,281,285,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1925,Reactive Arthritis Caused by Haemophilus parainfluenzae in a Diabetic Patient,"Eguchi, Tomohiro; Horino, Taro; Amano, Eri; Ichii, Osamu; Terada, Yoshio",AMERICAN JOURNAL OF MEDICINE,2019,519,520,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1926,Malignant Pancreatic Insulinoma with Large Hepatic Metastasis,"Gojwari, Tariq A.; Ilyas, Mohd; Dar, Musaib Ahmad; Malik, Aadil Hussain; Kazimi, Mir Junaid Ahmad",AMERICAN JOURNAL OF MEDICINE,2019,512,513,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1927,Asking How Our Patients Understand Addiction,"Jack, Helen E.; Oller, Devin; Kelly, John; Magidson, Jessica F.; Wakeman, Sarah E.",AMERICAN JOURNAL OF MEDICINE,2019,269,271,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1928,"Drugs, the Thyroid, and the Heart: A Lethal Cocktail","Jamieson, Andrew",AMERICAN JOURNAL OF MEDICINE,2019,514,516,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1929,Coffee Intake and Chronic Kidney Disease The Reply,"Jhee, Jong Hyun; Han, Seung Hyeok",AMERICAN JOURNAL OF MEDICINE,2019,532,532,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1930,Assessment and Treatment of Physician Speechlessness,"Kahn, Michael W.",AMERICAN JOURNAL OF MEDICINE,2019,507,508,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1931,Coffee Intake and Chronic Kidney Disease,"Kawada, Tomoyuki",AMERICAN JOURNAL OF MEDICINE,2019,531,531,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1932,Follow the Beads: Fibromuscular Dysplasia,"Ly, Vy K.; Manesh, Reza; Raghavan, Kesav; Geha, Rabih M.",AMERICAN JOURNAL OF MEDICINE,2019,329,332,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1933,Behind the Curve: Late-Onset Axial Spondyloarthritis,"Ng, Qin Xiang; Hooi, Benjamin; Tan, Wei Chuan; Pandya, Garvi",AMERICAN JOURNAL OF MEDICINE,2019,325,326,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1934,Burn Bright I: Reflections on the Burnout Epidemic (Part One of a Two-Part Series),"Ranjbar, Noshene; Ricker, Mari",AMERICAN JOURNAL OF MEDICINE,2019,272,275,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1935,Aspirin Use to Reduce the Risk of Sports-Related Cardiac Arrest in High-Risk Athletes The Reply,"Rao, Prashant; Hutter, Adolph M.; Baggish, Aaron L.",AMERICAN JOURNAL OF MEDICINE,2019,529,530,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1936,'Are We Ready to Practice Lifestyle Medicine?' The Point Is to Keep Within Bounds The Reply,"Rippe, James M.",AMERICAN JOURNAL OF MEDICINE,2019,526,526,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1937,Polypoidal Trachea: A Clinician's Predicament,"Sakthivel, Pirabu; Sikka, Kapil; Kakkar, Aanchal; Kavutharapu, Sasikrishna; Thakar, Alok",AMERICAN JOURNAL OF MEDICINE,2019,523,524,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1938,Aspirin Use to Reduce the Risk of Sports-Related Cardiac Arrest in High-Risk Athletes,"Siegel, Arthur J.",AMERICAN JOURNAL OF MEDICINE,2019,527,528,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1939,Nodular Thyroid Dermopathy: Not a Hallmark of Graves Disease,"Singla, Mandeep; Gupta, Abhinav",AMERICAN JOURNAL OF MEDICINE,2019,521,522,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1940,Transitional Care Interventions for Heart Failure: What Are the Mechanisms?,"Thompson, David R.; Ski, Chantal F.; Clark, Alexander M.",AMERICAN JOURNAL OF MEDICINE,2019,278,280,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1941,Wanted: Local Medical Experts/Champions to Prevent Gun Violence,"Webster, James",AMERICAN JOURNAL OF MEDICINE,2019,276,277,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1942,"Divisions, Departments, and the 2018 Red Sox Baseball Team: Qualities of Leadership That Lead to Success","Alpert, Joseph S.",AMERICAN JOURNAL OF MEDICINE,2019,125,126,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1943,A Simpler Answer - After All This Time,"Coetzee, Donna J.; Vercellotti, Gregory; Olson, Andrew P. J.",AMERICAN JOURNAL OF MEDICINE,2019,37,38,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1944,Complicated Necrotizing Otitis Externa Progressing to Coalescent Mastoiditis and Temporal Lobe Abscess,"Demirci, Talha; O'Brien, Sharon",AMERICAN JOURNAL OF MEDICINE,2019,39,40,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1945,The Coronary (Cardiac) Care Unit at 50 Years' Reply,"Frishman, William H.",AMERICAN JOURNAL OF MEDICINE,2019,46,46,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1946,The Coronary (Cardiac) Care Unit at 50 Years',"Greenough, William B., III; Caulfield-Noll, Christine",AMERICAN JOURNAL OF MEDICINE,2019,45,45,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1947,Altruism - A Quality Required of Medical School Applicants,"Grother, Thomas W.; Wilson, David J.",AMERICAN JOURNAL OF MEDICINE,2019,43,43,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1948,The Art of Nitpicking,"Hoenig, Leonard J.",AMERICAN JOURNAL OF MEDICINE,2019,262,263,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1949,High-Density Lipoprotein Cholesterol and Hyponatremia: An Unsolved Gordian Knot Reply,"Israel, Ariel; Grossman, Ehud",AMERICAN JOURNAL OF MEDICINE,2019,124,124,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1950,CLIPPERS: An Increasingly Recognized Chronic Inflammatory Central Nervous System Disorder,"Joshi, Kshipra; Golden, Todd; Ghazala, Sehem",AMERICAN JOURNAL OF MEDICINE,2019,35,36,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1951,"Classic Lesion, Not-So-Classic Cause","Koratala, Abhilash; Kazory, Amir",AMERICAN JOURNAL OF MEDICINE,2019,31,32,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1952,Public Awareness and Perceptions of Palliative and Comfort Care,"Lane, Trevor; Ramadurai, Deepa; Simonetti, Joseph",AMERICAN JOURNAL OF MEDICINE,2019,129,131,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1953,Without Warning: Scleroderma Renal Crisis,"Lichtenstein, Seth J.; Herring, Michael J.; Baxi, Pravir V.; Abrams, Richard I.; Korbet, Stephen M.",AMERICAN JOURNAL OF MEDICINE,2019,175,178,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1954,Linezolid-induced lingua villosa nigra,"Refaat, Marwan; Hyle, Emily; Malhotra, Rajeev; Seidman, Dominika; Dey, Bimalangshu",AMERICAN JOURNAL OF MEDICINE,2008,1,1,0,0,11,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,2,1,0,1,0,1,5
1955,An Overlooked Cause of Polyuria,"Singla, Mandeep; Gupta, Abhinav",AMERICAN JOURNAL OF MEDICINE,2019,33,34,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1956,Altruism - A Quality Required of Medical School Applicants Reply,"Tammaro, Dominick; Arrighi, James; Hilliard, Ross; Toll, Elizabeth",AMERICAN JOURNAL OF MEDICINE,2019,44,44,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1957,Introduction to Neurogenetics,"Vgontzas, Angeliki; Renthal, William",AMERICAN JOURNAL OF MEDICINE,2019,142,152,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1958,Fulminant Emphysematous Pancreatic Pseudocyst: Infected with Normal Skin Flora,"Wang, Chih-Wen; Dai, Chia-Yen; Chuang, Tzer-Ming; Huang, Chung-Feng; Yeh, Ming-Lun; Huang, Ching-I; Lin, Zu-Yau; Chen, Shinn-Cherng; Huang, Jee-Fu; Yu, Ming-Lung; Chuang, Wan-Long",AMERICAN JOURNAL OF MEDICINE,2019,41,42,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1959,The effect of Macrolides on the chronic inflammatory - Introduction,"Rubin, BK",AMERICAN JOURNAL OF MEDICINE,2004,1,1,0,0,11,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,2,0,0,1,0,0,0,0,0,1
1960,Quite a Stretch: Internal Oblique Muscle Hematoma,"Chiu, Wen-Shan; Su, Yu-Jang; Huang, Chih-Chun",AMERICAN JOURNAL OF MEDICINE,2019,7,8,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1961,Keep an Eye on the Eye Symptoms of Your Dialysis Patient,"Dejesus, Eddy Jose; Bejjanki, Harini; Koratala, Abhilash",AMERICAN JOURNAL OF MEDICINE,2019,9,10,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1962,Medicine in the Artistry of Menzel,"Gandhi, Jagdeep Singh",AMERICAN JOURNAL OF MEDICINE,2019,119,120,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1963,Recertification: A Tale of Good Intentions but Lots of Strife,"Glazier, James J.; Kaki, Amir",AMERICAN JOURNAL OF MEDICINE,2019,1,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1964,The Case for Confirmation: Atrial Flutter,"Gupta, Tina; Jin, Chengyue; Gupta, Navya; Amsterdam, Ezra A.; Glassy, Matthew S.",AMERICAN JOURNAL OF MEDICINE,2019,55,57,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1965,A Young Man with a Mass: Non-Early Precursor T-Cell Lymphoblastic Lymphoma,"Jiang, Yang; Maiti, Abhishek; Kanaan, Zeyad",AMERICAN JOURNAL OF MEDICINE,2019,58,60,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1966,Sleep Duration and Mortality,"Kawada, Tomoyuki",AMERICAN JOURNAL OF MEDICINE,2019,26,26,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
